Frame,Center of Mass distance,Symmetry,Grounding,Arm fold,Leg fold,Kinetic Energy,Potential energy,Bone length coherence,Torque,Center velocity,extremity speed,extremity angular velocity(left arm),extremity angular velocity(right arm),extremity angular velocity(Left leg),extremity angular velocity(right leg),Partial joint attention,efficiency,Spatiality
242,0.749289414,0.232940349,0.983776641,0.902484158,0.767780028,0.043516812,0.48302773,0.917470309,0.089876533,0.498941697,0.131214822,0.211533142,0.205548153,0.046526918,0.074173378,0.156405486,0.989617514,0.586374859
243,0.755624281,0.220967568,0.98846523,0.899166009,0.760672988,0.039361751,0.466394257,0.917469988,0.026277635,0.45685049,0.049296605,0.211898583,0.189749808,0.005131749,0.072647309,0.150618146,0.98997507,0.584547484
244,0.76145471,0.209571203,0.994221768,0.898088524,0.749813938,0.041173882,0.450370549,0.91746633,0.013636647,0.492198261,0.045677083,0.21967598,0.188870766,0.003932517,0.068281572,0.15320503,0.990653106,0.584072117
245,0.763700478,0.196905617,0.9999267,0.898536761,0.7364629,0.045375942,0.432536434,0.917458451,0.084248168,0.554791814,0.03455189,0.243541675,0.201262935,0.021057473,0.064448264,0.166801729,0.978193509,0.593242552
246,0.765831473,0.184956853,0.993958807,0.898622209,0.72021164,0.039181208,0.415173177,0.917448366,0.044551078,0.473138604,0.041814593,0.232373004,0.169004287,0.018484796,0.056657521,0.150516484,0.938526311,0.576050875
247,0.76926513,0.170764326,0.986864786,0.898537336,0.703810561,0.038024652,0.399708414,0.917437401,0.068158661,0.458453413,0.042326211,0.239751328,0.158335964,0.027384472,0.058674046,0.149282735,0.914088856,0.536661119
248,0.770260173,0.17615698,0.987733213,0.89885948,0.684208258,0.031991602,0.387872831,0.917425441,0.0554487,0.334687892,0.072804573,0.227616598,0.119224099,0.015932828,0.055441457,0.130065261,0.919312914,0.570951798
249,0.772751804,0.180697188,0.988103988,0.898524316,0.665788866,0.029966039,0.379403248,0.917412112,0.065650223,0.321082688,0.095654558,0.225955608,0.125532063,0.012081892,0.058447726,0.131807877,0.935007501,0.590049865
250,0.775756873,0.179459407,0.986731662,0.89548416,0.647967331,0.028172086,0.370870508,0.917398366,0.059587526,0.312282016,0.089729607,0.200645908,0.137379326,0.011861586,0.054778614,0.126759463,0.948961561,0.584219063
251,0.779837828,0.171014711,0.985970062,0.888473327,0.636288691,0.025460712,0.363655698,0.917384089,0.045016924,0.263842145,0.045581252,0.17022269,0.131364157,0.003907505,0.062551807,0.113095068,0.937269518,0.482403113
252,0.784831972,0.153955335,0.982093035,0.873712417,0.624588641,0.026862642,0.357268674,0.917370654,0.072478233,0.259357617,0.114450694,0.181687603,0.135649548,0.018369941,0.070765327,0.119001432,0.914286517,0.584496113
253,0.787735458,0.134364328,0.981141118,0.859120552,0.619588702,0.024384088,0.352975864,0.917358012,0.03705162,0.230959302,0.070100795,0.195934444,0.090398617,0.010735593,0.06610378,0.195934444,0.897018707,0.53843652
254,0.790551545,0.114772638,0.981261094,0.848081815,0.618283527,0.025927663,0.352687364,0.917346228,0.03223307,0.25084117,0.077194781,0.201014571,0.067897087,0.007908091,0.074995165,0.201014571,0.9082167,0.530346569
255,0.793435736,0.097271284,0.982205451,0.835248115,0.620651788,0.027600322,0.354693553,0.917334749,0.049754629,0.293127328,0.080841517,0.207833351,0.052402426,0.007892638,0.080754916,0.207833351,0.955561715,0.522966218
256,0.797870412,0.082693747,0.983335853,0.819370378,0.622503306,0.026401408,0.357020471,0.917322943,0.041961383,0.262564528,0.093161973,0.206729521,0.058327329,0.001929259,0.090727356,0.111546329,0.951722145,0.474685744
257,0.80142088,0.076963221,0.983552467,0.804095967,0.622811368,0.026148531,0.357901003,0.917311055,0.02806648,0.254544035,0.090118208,0.192900261,0.055057297,0.00433845,0.094247839,0.107680537,0.925464726,0.481419764
258,0.803247644,0.070176653,0.984242082,0.785155743,0.624450855,0.027256111,0.358822412,0.917299744,0.033357228,0.280255017,0.079095428,0.206427176,0.057569519,0.001775073,0.0902879,0.111268153,0.943774991,0.495793906
259,0.806791626,0.078700775,0.985871123,0.765994519,0.627406759,0.027243219,0.360333889,0.917288153,0.037942101,0.265481093,0.098069733,0.200423845,0.057992169,0.002171924,0.102095351,0.113444698,0.952616171,0.503148898
260,0.811078631,0.088015282,0.987806185,0.746675823,0.632794522,0.027007858,0.36235995,0.917276577,0.024256655,0.278700946,0.091751757,0.197488644,0.061742794,0.00296816,0.101283497,0.112039553,0.948073571,0.507080368
261,0.814716094,0.098951853,0.990004865,0.725912668,0.640173179,0.029281588,0.365842059,0.917265483,0.025386995,0.314598506,0.091019261,0.204392893,0.068962386,0.004668896,0.105122641,0.116068325,0.964880905,0.526157132
262,0.818624444,0.109253487,0.993361886,0.705673905,0.65149323,0.032204754,0.371552763,0.917255199,0.029046079,0.370088293,0.078043925,0.209897557,0.088715372,0.007634382,0.10498302,0.118080216,0.979714311,0.526284084
263,0.822840067,0.1196767,0.995998067,0.686270861,0.664555291,0.032887843,0.378731045,0.917245948,0.039244753,0.385931208,0.066252972,0.205074499,0.087913623,0.006903061,0.105234048,0.116365705,0.987302577,0.518813709
264,0.827755705,0.130873584,0.99741181,0.666074967,0.678392121,0.032373149,0.385401249,0.917238059,0.022504354,0.384469073,0.066805095,0.195969608,0.085067954,0.004254609,0.108264758,0.114087887,0.991947501,0.516159835
265,0.833323569,0.142713577,0.999431019,0.645571102,0.692560175,0.033893037,0.391910348,0.917231377,0.024701992,0.412335336,0.063299736,0.197828796,0.086830205,0.006510491,0.106768167,0.114223861,0.974347674,0.524027332
266,0.839854425,0.155032463,0.997870676,0.626318877,0.706825642,0.033764653,0.398860872,0.917225973,0.02801868,0.405191191,0.074442641,0.183273137,0.093247347,0.008915273,0.107555244,0.109060643,0.968921855,0.512444576
267,0.846885407,0.170963705,0.996135135,0.608819698,0.72103901,0.032462129,0.405833959,0.917222398,0.014400619,0.362994891,0.095455975,0.167414792,0.094366877,0.005808098,0.112434633,0.104943534,0.976191301,0.526815715
268,0.854077798,0.184715961,0.993380951,0.592129525,0.735554304,0.034617781,0.413108534,0.917220266,0.01185283,0.413269011,0.094908238,0.172580565,0.100475553,0.008253326,0.107485871,0.095135497,0.969872174,0.490992956
269,0.859369069,0.20067202,0.990878552,0.575352972,0.748985979,0.038083211,0.420898217,0.917219496,0.030020145,0.463277457,0.057757606,0.180118338,0.095492058,0.013473287,0.103135258,0.106220099,0.97864507,0.502965115
270,0.864123387,0.215501113,0.991254257,0.560721981,0.761876543,0.03339841,0.42781964,0.917221058,0.014296345,0.398587835,0.067762412,0.160670189,0.090498288,0.009145339,0.101295124,0.0881159,0.980352522,0.502712588
271,0.869863116,0.227798886,0.989272519,0.559712537,0.772725973,0.032903122,0.434128528,0.917224261,0.013198736,0.395453922,0.080441337,0.153949525,0.095743873,0.008355558,0.096812442,0.08662646,0.977265688,0.453537194
272,0.874012914,0.240331366,0.987719079,0.557835169,0.781591414,0.034074243,0.440826516,0.917229128,0.026148838,0.405951661,0.082727153,0.14527397,0.095823011,0.01017611,0.087354915,0.082112974,0.977113783,0.470259845
273,0.876296353,0.250092628,0.986788198,0.556542547,0.788571518,0.030581615,0.446878251,0.917235706,0.015773899,0.369746978,0.061851522,0.137592679,0.086691177,0.003715759,0.079042549,0.075831601,0.995155033,0.439964956
274,0.877133448,0.258836872,0.985089801,0.553658453,0.792876416,0.030363819,0.452090477,0.917243736,0.016008816,0.360185384,0.063825538,0.129065254,0.091443758,0.00687942,0.070865092,0.082690879,0.991954694,0.441251175
275,0.876970567,0.266473449,0.982247854,0.549139609,0.794219055,0.030818123,0.45734962,0.917253026,0.030307042,0.360818819,0.071589237,0.121063371,0.094125294,0.013152156,0.065266041,0.080695749,0.993322393,0.446167573
276,0.872970962,0.271642067,0.981532272,0.544182066,0.79106654,0.027877103,0.461365738,0.917263333,0.01719393,0.33038779,0.105054291,0.105922199,0.083692544,0.013601473,0.041003865,0.071105529,0.98967976,0.431553682
277,0.867857495,0.275880716,0.980106039,0.53861666,0.783573684,0.027883342,0.464071594,0.917274518,0.023842616,0.327518317,0.116460655,0.097134926,0.089402542,0.022655361,0.033592291,0.069951551,0.984574568,0.427463034
278,0.861216246,0.279331079,0.977951076,0.532931944,0.771136805,0.02701864,0.466135824,0.917286311,0.026401688,0.307722885,0.124554845,0.081759837,0.086007463,0.032410209,0.026788282,0.062912738,0.984078016,0.452605303
279,0.852934898,0.281714339,0.974911251,0.525758093,0.754883344,0.026187511,0.466730284,0.917298421,0.02447298,0.294409104,0.155617298,0.066944679,0.085363306,0.04356136,0.020293115,0.057115495,0.978793392,0.481902018
280,0.843806687,0.28261983,0.970996424,0.518656372,0.735115833,0.02646284,0.466105716,0.917310754,0.023378979,0.288491512,0.165239396,0.057483205,0.08999426,0.051479313,0.01745429,0.055304049,0.983256655,0.510313265
281,0.834957863,0.2824355,0.965753645,0.513440467,0.712904959,0.02731739,0.464836741,0.917323122,0.021105108,0.297201265,0.155413854,0.053247993,0.093379775,0.057134164,0.016884136,0.056442727,0.987066595,0.522146398
282,0.828193535,0.281569685,0.959028426,0.510646391,0.690157356,0.028752473,0.463619997,0.917335212,0.020300317,0.316704465,0.130527041,0.057199413,0.100549332,0.064544087,0.015609869,0.061910032,0.987365245,0.531488067
283,0.822667895,0.280519261,0.951787146,0.518898253,0.667837833,0.030523948,0.462523294,0.917346759,0.045606522,0.333789267,0.115972432,0.061995924,0.103032502,0.07100114,0.018970426,0.065262616,0.987790802,0.551076973
284,0.818974023,0.274394004,0.944605033,0.523932594,0.646051413,0.028942383,0.461268338,0.917358116,0.021097852,0.27978939,0.084318179,0.050339861,0.124017797,0.075094132,0.023015614,0.074666973,0.984983164,0.52909046
285,0.815809754,0.267095188,0.937371971,0.528624615,0.624390547,0.030772109,0.459765364,0.917369201,0.019237168,0.311948206,0.070669057,0.054258211,0.14563764,0.080745843,0.024992505,0.084893806,0.985635244,0.536606953
286,0.816629897,0.259192634,0.931809695,0.534839897,0.602464435,0.032783555,0.457157305,0.917380075,0.020777115,0.316455708,0.021973695,0.060969704,0.166608136,0.086346308,0.028245591,0.094857917,0.987637358,0.518355436
287,0.819832511,0.251589845,0.926759536,0.5404171,0.58172086,0.033504284,0.453465887,0.9173909,0.032561862,0.299436397,0.045483247,0.075188431,0.163701429,0.093819247,0.029575763,0.096570253,0.987767222,0.500029682
288,0.823102883,0.239968825,0.919978109,0.544982273,0.601330993,0.032314332,0.450087043,0.917402,0.027204059,0.258233867,0.081743035,0.078818764,0.199194523,0.097033592,0.024742389,0.199194523,0.987492246,0.54877856
289,0.82538017,0.227991022,0.912524817,0.552899564,0.622942149,0.03407202,0.44682546,0.91741266,0.023001369,0.332121331,0.088376896,0.078970068,0.206137607,0.098337647,0.019392117,0.206137607,0.986075498,0.547514787
290,0.832126317,0.215541319,0.905884074,0.561190991,0.64625647,0.0345142,0.442290989,0.917422803,0.024488658,0.323170811,0.14508475,0.109107236,0.207614224,0.102214029,0.017830644,0.207614224,0.987319266,0.544793305
291,0.835404021,0.205637658,0.897951208,0.572822797,0.667765963,0.038306453,0.438658414,0.917432013,0.04423385,0.353219115,0.09028053,0.082609244,0.222686835,0.107574814,0.012121775,0.123848118,0.988292731,0.591669772
292,0.841910554,0.192112784,0.89120791,0.578563803,0.689481073,0.036912461,0.436268854,0.917440468,0.028106427,0.316677535,0.169089673,0.096113665,0.277354007,0.105174342,0.008526081,0.277354007,0.983743318,0.617015992
293,0.848007521,0.188456286,0.885349803,0.586695858,0.709995362,0.036704056,0.433735911,0.917448141,0.037639587,0.312721768,0.17731233,0.098883699,0.260743241,0.104262487,0.006842576,0.260743241,0.986633421,0.652134179
294,0.85317035,0.189761389,0.880158631,0.600778101,0.728542406,0.035447901,0.432117746,0.917454953,0.023074921,0.307541684,0.1759372,0.095130937,0.240202394,0.099389286,0.005926722,0.240202394,0.955498285,0.68896819
295,0.85646969,0.186984524,0.876111338,0.60736856,0.743054685,0.035918892,0.431234502,0.917460803,0.028020594,0.278012725,0.227823426,0.099269502,0.32676241,0.088830155,0.003814535,0.32676241,0.945879432,0.730706755
296,0.859817597,0.188200991,0.872711585,0.608462925,0.75419111,0.034118912,0.432978366,0.917466302,0.06094815,0.200939951,0.245026474,0.12130187,0.277901142,0.090310366,0.007487881,0.277901142,0.947204888,0.771850447
297,0.863782391,0.190263113,0.872223464,0.613726016,0.763415126,0.033436579,0.435420085,0.917470834,0.054200311,0.256360371,0.278239442,0.110198696,0.257011446,0.091212824,0.00583076,0.257011446,0.922888183,0.795539866
298,0.865415748,0.197345203,0.874524041,0.620725815,0.770648054,0.034364145,0.436027827,0.91747408,0.037516541,0.297524284,0.270114956,0.107973214,0.22953002,0.103492118,0.004061389,0.22953002,0.921611941,0.899571185
299,0.872572618,0.178239062,0.878814902,0.627781024,0.768530934,0.032540977,0.437787981,0.91747753,0.046595177,0.276535947,0.216077835,0.132219958,0.221896214,0.100764792,0.007149416,0.132793565,0.941595935,0.786465658
300,0.878361282,0.163172881,0.884030727,0.627596003,0.764722875,0.032481916,0.441345108,0.917480735,0.05602676,0.300963047,0.227382938,0.125391383,0.261306864,0.107337702,0.002471663,0.145011843,0.917259977,0.756403161
301,0.88794472,0.152857387,0.889889162,0.626271003,0.759632306,0.030095816,0.445709067,0.917484244,0.03125712,0.240656599,0.260490946,0.117073955,0.248489141,0.11485335,0.00425068,0.248489141,0.926323464,0.699734641
302,0.900769897,0.148356591,0.896169978,0.624608434,0.751799349,0.033883148,0.451880164,0.917487878,0.034787046,0.306899024,0.266741945,0.124699965,0.254919851,0.135129886,0.003473859,0.146268652,0.938344003,0.715013446
303,0.915251662,0.149655421,0.901399279,0.619474384,0.743515748,0.034988794,0.460099309,0.917491708,0.030339489,0.332223533,0.273970731,0.119244178,0.252401195,0.141689734,0.003529836,0.147784098,0.964579658,0.719491855
304,0.931738579,0.154430447,0.905501795,0.61065804,0.733625042,0.037104632,0.469583333,0.917495863,0.030859077,0.373138465,0.289251728,0.115675159,0.257781478,0.154972801,0.002562371,0.154782855,0.981972581,0.72210104
305,0.945828735,0.164044937,0.90678833,0.598803373,0.72373426,0.038415713,0.480386241,0.917500456,0.049123901,0.408505532,0.280795035,0.112282433,0.256152473,0.154900161,0.002832611,0.154144738,0.976434182,0.720743651
306,0.956041566,0.177601266,0.90589262,0.585444765,0.713583864,0.038326942,0.491909307,0.917505387,0.033147402,0.424484107,0.278364767,0.107389523,0.226214327,0.16508875,0.002381342,0.146738654,0.976399554,0.706593995
307,0.957765861,0.192469895,0.901737184,0.571148344,0.704176628,0.039619336,0.503932319,0.917510313,0.048048267,0.451669187,0.270996747,0.105965828,0.218180439,0.169205372,0.004109147,0.145269679,0.979164884,0.676687156
308,0.951503698,0.208159566,0.895291689,0.553697638,0.695391114,0.039818444,0.516874541,0.917515504,0.042809698,0.460087162,0.260534783,0.097757967,0.220597811,0.165665576,0.006295094,0.14484877,0.983578231,0.651455658
309,0.939787497,0.224161039,0.887657612,0.532622439,0.685673605,0.040609051,0.530795412,0.917521026,0.03890033,0.478486054,0.24963142,0.103461479,0.224103343,0.162448728,0.007848952,0.144957027,0.988246359,0.644171345
310,0.926719134,0.240193969,0.879229394,0.509951904,0.674582606,0.042089797,0.545611999,0.917526818,0.036643985,0.513914106,0.199761843,0.116188108,0.221893629,0.155895642,0.012587199,0.141670977,0.994693877,0.633542628
311,0.91546593,0.255024792,0.869127102,0.489958077,0.665281888,0.044768705,0.56167622,0.917533007,0.039867027,0.54919467,0.182157463,0.130949707,0.226726134,0.156534223,0.039407248,0.143722634,0.993053095,0.640241133
312,0.905331879,0.268253465,0.853064807,0.49113161,0.689659682,0.047639953,0.579355822,0.917539001,0.105093233,0.57825834,0.234160931,0.145578097,0.220517666,0.153664697,0.094606175,0.140318386,0.981030602,0.678411619
313,0.897144039,0.284795092,0.831443194,0.514871273,0.715278303,0.044771517,0.596809055,0.917543879,0.114702876,0.522994661,0.180042267,0.150813727,0.199761543,0.156681973,0.10844345,0.133666318,0.977504997,0.710979886
314,0.893641729,0.307648944,0.819656968,0.546423915,0.737870458,0.042552068,0.612471639,0.917549354,0.080266549,0.497528937,0.076822967,0.141899182,0.195296445,0.157315795,0.087149039,0.13222959,0.978042109,0.719860215
315,0.889542299,0.327544871,0.80142952,0.579529078,0.762041275,0.040791941,0.627662241,0.917555379,0.061421895,0.475970305,0.084757793,0.156729161,0.161100249,0.150382832,0.087204153,0.11705306,0.98570171,0.678592762
316,0.891950907,0.345666,0.778749162,0.615596736,0.784584286,0.04308211,0.643456907,0.91756171,0.080022577,0.507614113,0.024806498,0.157929252,0.161509007,0.15820004,0.106755184,0.119409575,0.987832524,0.719168604
317,0.899438595,0.363826066,0.750454593,0.650602511,0.805653014,0.043847853,0.65954717,0.917567813,0.083996527,0.49692075,0.015975316,0.153091425,0.154533115,0.166862898,0.122920852,0.118621859,0.983418205,0.735591227
318,0.915526355,0.379816864,0.715378926,0.682158955,0.823674963,0.045538054,0.67549861,0.917572337,0.163684764,0.517706544,0.055764255,0.160039206,0.149246752,0.181153177,0.130632803,0.127947143,0.977339138,0.792040047
319,0.942877249,0.393129949,0.680714135,0.715774668,0.840813015,0.043067458,0.690581228,0.91757286,0.222299856,0.475735493,0.22857767,0.14483469,0.135030414,0.184723036,0.127132675,0.184723036,0.967191336,0.795241448
320,0.980201101,0.405003891,0.335181837,0.747438527,0.860123626,0.037765467,0.703239945,0.917566614,0.183424986,0.422943769,0.502130494,0.129850411,0.118038557,0.144152214,0.117511162,0.102750984,0.964586362,0.732860721
321,0.984149847,0.405853252,0.34395815,0.774413289,0.873946762,0.032572123,0.712436402,0.917555539,0.086951285,0.383233081,0.489208899,0.110300996,0.10182375,0.057787159,0.115550697,0.081918861,0.959499672,0.730893501
322,0.951421028,0.404867382,0.353700843,0.797347541,0.871259296,0.031620344,0.719779488,0.917540909,0.084680726,0.337328392,0.483398834,0.0975627,0.105267615,0.013721087,0.112851025,0.078920335,0.942054351,0.727023089
323,0.925924528,0.400983218,0.37002084,0.81950556,0.871688061,0.029271072,0.726690963,0.917524737,0.084022692,0.311419137,0.360783521,0.092897351,0.083970417,0.041406549,0.119547575,0.079666847,0.942632225,0.646487607
324,0.904894196,0.398729232,0.390722419,0.840271633,0.869698726,0.030182879,0.732826872,0.917507685,0.063386537,0.287831476,0.290118687,0.083889437,0.077476367,0.062168675,0.131701257,0.131701257,0.954648977,0.628282241
325,0.8915131,0.398741462,0.416587888,0.853326256,0.868330657,0.032251856,0.738942192,0.917491334,0.151958726,0.267524027,0.194259861,0.078944452,0.084439582,0.089616546,0.131671222,0.131671222,0.969777279,0.671070592
326,0.879393589,0.401214658,0.440504161,0.864326339,0.869249223,0.03080457,0.745137344,0.91747607,0.148974716,0.261154616,0.204287169,0.072877449,0.063760639,0.080989751,0.127365919,0.127365919,0.972908718,0.654287173
327,0.866353867,0.399622447,0.465376954,0.867258656,0.866523379,0.030381468,0.750584501,0.917460713,0.159919497,0.295540162,0.33683266,0.077328511,0.071094019,0.066953274,0.13183131,0.13183131,0.97471488,0.672463325
328,0.854174819,0.398755163,0.48800472,0.863117045,0.863538321,0.028395061,0.755191119,0.917445125,0.141102002,0.273680784,0.447024499,0.077488469,0.080438211,0.052075418,0.128161885,0.128161885,0.967082102,0.66367569
329,0.842600225,0.399112657,0.510277489,0.870427236,0.85989489,0.027114688,0.75896883,0.917428512,2.270597368,0.26080285,0.539746163,0.07531633,0.054893145,0.049625478,0.1218464,0.1218464,0.968050618,0.630825215
330,0.846540692,0.408303631,0.547259621,0.868908222,0.843369919,0.151062638,0.769790307,0.917440016,3.273764344,0.280036578,2.854483948,0.072571002,0.067165167,0.577684675,0.12220258,0.577684675,0.95921356,1.613402901
331,0.830689879,0.413155994,0.575435857,0.869832754,0.846989759,0.032335844,0.782445281,0.917451594,0.214187243,0.222203184,0.797800568,0.077091974,0.062996122,0.099931985,0.123318692,0.083719004,0.93325264,0.863232556
332,0.816650648,0.414146094,0.606616419,0.871704605,0.849136141,0.032657276,0.789035342,0.917462851,0.048496734,0.281428858,1.042731935,0.073584673,0.053998516,0.106829482,0.12783373,0.087998704,0.927896162,0.83484898
333,0.813229565,0.413880187,0.63868776,0.87258802,0.850836504,0.033376374,0.79423817,0.917473638,0.642670362,0.254135226,1.31621263,0.063598156,0.055987789,0.106565025,0.116500409,0.083649538,0.732561907,0.862284754
334,0.804894028,0.414081718,0.655852519,0.874264195,0.846306446,0.021667145,0.797548258,0.917484185,3.625541644,0.256954416,1.388893869,0.058440049,0.049944546,0.053301148,0.067560315,0.047250137,0.754963621,0.592421018
335,0.894915407,0.416790262,0.671347476,0.874950569,0.829004989,0.148365765,0.786402833,0.917468661,2.690393472,0.546947477,11.03252067,0.085202244,0.075145442,0.649692997,0.058021475,0.649692997,0.770520547,1.478687015
336,0.895323329,0.414269631,0.671978582,0.873148363,0.822974399,0.018867177,0.773340573,0.917452554,0.141793743,0.206425213,1.289199837,0.045376845,0.024795976,0.042887199,0.047851637,0.03402892,0.601893603,0.48386633
337,0.896970865,0.416289613,0.673888334,0.873930169,0.823378412,0.018948652,0.772602832,0.917437475,2.765693969,0.252394184,0.882839195,0.045364379,0.033069481,0.044235862,0.038611402,0.03360009,0.591050957,0.404293286
338,0.795264287,0.412933067,0.659034343,0.875178589,0.833978934,0.148674066,0.785260422,0.917448311,3.933363809,0.59192306,11.24571885,0.157156538,0.1466811,0.681194407,0.042032061,0.681194407,0.850372821,1.463235923
339,0.795633645,0.411977349,0.641153017,0.874959073,0.836390957,0.027858693,0.796132861,0.917459305,0.418037582,0.227392246,1.274639189,0.027166975,0.025623047,0.138945709,0.031093006,0.138945709,0.829824424,0.623306711
340,0.79309822,0.411689829,0.620665093,0.879200111,0.842564596,0.023112843,0.79298609,0.917470538,0.184137692,0.173865125,1.045894598,0.029668264,0.03672179,0.125749203,0.017100288,0.125749203,0.815512437,0.557583212
341,0.798703575,0.408192287,0.593695189,0.874875163,0.842503183,0.031354748,0.788559721,0.917482052,0.096178506,0.178012501,1.567640392,0.037867849,0.040655318,0.170261698,0.053214186,0.170261698,0.938944818,0.682226823
342,0.8059885,0.406118661,0.56828004,0.878407699,0.843137935,0.03090788,0.782419374,0.917493591,0.131564268,0.203791778,1.197959412,0.041374567,0.041689473,0.153816665,0.054754363,0.153816665,0.92001026,0.638781108
343,0.812662967,0.402301406,0.541237822,0.882111363,0.842969338,0.031665068,0.776076464,0.917505161,3.477951613,0.193264071,1.024362242,0.046938915,0.039840343,0.157723866,0.064246359,0.157723866,0.947323711,0.675842198
344,0.807799609,0.383790453,0.524990139,0.884043504,0.857729577,0.146290446,0.762840537,0.917488234,2.957763393,0.19627674,4.025959642,0.058962359,0.048564575,0.580860057,0.076019914,0.580860057,0.958750448,1.487112317
345,0.801574901,0.375056217,0.502007376,0.88370734,0.861555474,0.026352589,0.750170401,0.917472085,0.154111493,0.20594253,0.517650735,0.093323126,0.058991287,0.12061429,0.087137769,0.080226531,0.960333414,0.539906225
346,0.805985871,0.375651087,0.481381398,0.882806157,0.87065463,0.026306842,0.744571707,0.917457401,0.041872612,0.208347597,0.821270088,0.10474827,0.078915318,0.123193805,0.104765873,0.083176987,0.965750773,0.55017718
347,0.801779975,0.370346868,0.457593318,0.885108162,0.878521901,0.026686387,0.738528876,0.917444806,0.206566812,0.239334067,0.244490408,0.116750249,0.079689137,0.102273554,0.076449908,0.082133926,0.975467865,0.514746824
348,0.800731762,0.364704542,0.434866942,0.886040474,0.884026017,0.025013931,0.731916549,0.917433553,0.115539083,0.203260061,0.286623853,0.125712956,0.093281349,0.096297452,0.085700905,0.125712956,0.980400253,0.535119747
349,0.803906352,0.360392297,0.415246789,0.889166019,0.886123417,0.028589546,0.72438835,0.917424009,0.05322593,0.264248898,0.208671669,0.122520126,0.111290948,0.074475457,0.090643855,0.087679153,0.984077632,0.522126363
350,0.812779034,0.355915962,0.396734357,0.890408071,0.884902655,0.029978467,0.715855851,0.917416927,0.083090429,0.265849909,0.320415611,0.14671208,0.127066424,0.072018931,0.098002428,0.102666939,0.984888225,0.488905329
351,0.827824122,0.350783075,0.373869927,0.891620803,0.878344367,0.031722429,0.706931299,0.91741488,0.093565001,0.270788958,0.443036419,0.144981925,0.13383675,0.111924271,0.105437496,0.104557003,0.97884482,0.478862393
352,0.828229066,0.344837302,0.336223819,0.894150201,0.869994764,0.038024393,0.696473066,0.91741931,0.058135894,0.315078859,0.381691106,0.152265633,0.147710544,0.176289763,0.094746082,0.119066485,0.979687548,0.558986589
353,0.824863334,0.340032767,0.704587678,0.89351483,0.861339694,0.042795051,0.68292324,0.917426288,0.205335911,0.358691561,0.095510271,0.177609027,0.182269944,0.20144117,0.104813931,0.140330035,0.980223368,0.638461916
354,0.80814877,0.329701894,0.746815875,0.893142467,0.853862848,0.042115128,0.668231762,0.917435097,0.048586019,0.34259372,0.218717047,0.173767812,0.174377501,0.217336822,0.097389549,0.141370534,0.985402534,0.650701784
355,0.789626406,0.318229847,0.779975216,0.893239423,0.844970041,0.043421808,0.653365859,0.917444432,0.057422769,0.392819134,0.258558844,0.169298818,0.196332783,0.177325554,0.101016277,0.135739289,0.987662444,0.659624482
356,0.765518442,0.30921952,0.81438362,0.895885432,0.834094857,0.045312773,0.637570773,0.917454578,0.066269737,0.389811237,0.292404962,0.176173089,0.198328613,0.197858155,0.100046152,0.143089964,0.990653978,0.686675569
357,0.750165545,0.299887799,0.841524449,0.895000568,0.822134245,0.045745332,0.620524263,0.917464479,0.13279816,0.437485432,0.189417875,0.192090687,0.210992591,0.164693292,0.102634034,0.151156229,0.99161474,0.653609712
358,0.730019975,0.287407177,0.866308492,0.889971315,0.81188791,0.045187932,0.602797673,0.917474593,0.159049219,0.448738166,0.238944576,0.178193496,0.210696295,0.153079875,0.100251709,0.145833671,0.991632976,0.669184968
359,0.714285237,0.275471369,0.888712742,0.893910634,0.801485345,0.041900139,0.586176536,0.917484909,0.039461052,0.398370345,0.160309003,0.190821458,0.193005231,0.130776831,0.101078106,0.143935008,0.993704778,0.652953739
360,0.703608114,0.263483303,0.907782979,0.891478743,0.793110493,0.045642068,0.569412064,0.917494722,0.144961976,0.473872631,0.157971248,0.186375461,0.208413999,0.126096835,0.098051347,0.148046047,0.994194481,0.634772696
361,0.699796487,0.254220893,0.922119595,0.882697097,0.790496013,0.042313869,0.551989567,0.917504011,0.067909235,0.479795474,0.071262232,0.177991511,0.203193273,0.057591172,0.088539631,0.142944294,0.993955733,0.592883423
362,0.699426327,0.244867728,0.93388577,0.883125758,0.790563065,0.042798375,0.534596607,0.917512263,0.04866831,0.497478696,0.047551125,0.186647201,0.206430896,0.044479755,0.085043382,0.147404286,0.986242071,0.540163903
363,0.696100913,0.232991815,0.944264499,0.887373247,0.788059195,0.044622595,0.516592853,0.917518853,0.353975189,0.505841837,0.085919474,0.199616669,0.207446826,0.072677262,0.086685587,0.152648811,0.983648031,0.555701525
364,0.700111297,0.226386108,0.946454633,0.882144883,0.785368046,0.033035452,0.502008693,0.917523461,0.042427838,0.402633535,0.030314501,0.13398614,0.163489484,0.014724645,0.079772552,0.111553359,0.982109063,0.493901967
365,0.7034846,0.21794037,0.952383081,0.882572346,0.779149174,0.035905725,0.489594333,0.917526464,0.029743233,0.419414424,0.010716787,0.156353033,0.193082233,0.010371425,0.074710934,0.131038225,0.979594144,0.485951195
366,0.709110817,0.208542209,0.959484334,0.887259553,0.771528915,0.039759588,0.4747496,0.917527134,0.093931718,0.483606458,0.028792839,0.175941072,0.209935671,0.013454747,0.077019786,0.144703779,0.969595503,0.526760696
